Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1200
ebe044fa-78df-49a4-aab6-9c6aeeecffc5,,,All Procedure Orders,All Procedure Orders,,ConvSet,N/A,,,166630AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;165653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;166992AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;166837AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;166790AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159728AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159628AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159627AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159619AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159897AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159896AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;159837AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160351AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160333AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;5276AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;160705AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;161176AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1933AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1686AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;aa9c6539-d0b3-4990-ae9d-da41f5eda528;162810AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;162282AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;163445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1637AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164028AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;ff2a4e3a-bc7b-4d19-aea4-ab828daf4f80;ef8728b0-9ea4-40ac-90dd-e090ac8a58a6;165263AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;165084AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164692AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164647AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164646AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164605AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;164582AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,,,,,,,
